,0
430,0.23131569
431,0.15113506
432,0.078322165
433,0.12759227
434,0.08434128
435,0.12977044
436,0.14911991
437,0.14871061
438,0.15526557
439,0.12074615
440,0.16428867
441,0.32113945
442,0.06872746
443,0.05944307
444,0.078905955
445,0.06941809
446,0.03680544
447,0.6446641
448,0.18777886
449,0.294402
450,0.13333452
451,0.07887514
452,0.06353558
453,0.13441718
454,0.49550545
455,0.09603685
456,0.085930616
457,0.09597974
458,0.45401734
459,0.33612344
460,0.54787475
461,0.106960155
462,0.13686861
463,0.37588388
464,0.4624194
465,0.29061842
466,0.070656866
467,0.13108966
468,0.23783424
469,0.08452407
470,0.12379318
471,0.34397697
472,0.5082489
473,0.114921555
474,0.0998993
475,0.08844752
476,0.049073227
477,0.073669225
478,0.32806775
479,0.07134176
480,0.081276685
481,0.095357604
482,0.6010341
483,0.17463343
484,0.119363986
485,0.14318594
486,0.14297087
487,0.06277573
488,0.1289277
489,0.21726342
490,0.061098024
491,0.15546738
492,0.09198878
493,0.119138576
494,0.11617538
495,0.10025913
496,0.054485574
497,0.7684551
498,0.12255416
499,0.4796128
500,0.09482838
501,0.23512502
502,0.08421184
503,0.11000688
504,0.098402604
505,0.08682669
506,0.10209431
507,0.14725646
508,0.03960217
509,0.057246294
510,0.17766708
511,0.13912527
512,0.12800092
513,0.11925643
514,0.08739793
515,0.31451765
516,0.062254008
517,0.2076982
518,0.24517478
519,0.1759819
520,0.07591807
521,0.098175324
522,0.14835477
523,0.100417435
524,0.22772186
525,0.4515976
526,0.14314556
527,0.5397724
528,0.14985076
529,0.121119656
530,0.065250054
531,0.11005791
532,0.09870249
533,0.28456414
534,0.08544314
535,0.09220083
536,0.08622941
537,0.44428992
538,0.17011666
539,0.047296885
540,0.06907839
541,0.24090093
542,0.15871169
543,0.16957887
544,0.23023213
545,0.13345252
546,0.20068613
547,0.12477023
548,0.5767268
549,0.09894162
550,0.48835433
551,0.10714817
552,0.10665388
553,0.15212348
554,0.22776632
555,0.055949237
556,0.20966119
557,0.27935925
558,0.51544785
559,0.4967964
560,0.12934981
561,0.112473615
562,0.6220475
563,0.55129313
564,0.10293253
565,0.12141591
566,0.1956592
567,0.107256554
568,0.1128977
569,0.33355552
570,0.45597622
571,0.1681629
572,0.445712
573,0.11208262
574,0.25008595
575,0.05814189
576,0.19261312
577,0.06435058
578,0.41430798
579,0.39651138
580,0.23421927
581,0.29117408
582,0.3131938
583,0.11070342
584,0.105312526
585,0.13145104
586,0.47780454
587,0.03467832
588,0.10328472
589,0.24652748
590,0.046867937
591,0.094522156
592,0.45917755
593,0.21017675
594,0.44839445
595,0.09389098
596,0.14908716
597,0.1469912
598,0.08202764
599,0.15539184
600,0.28680956
601,0.43923402
602,0.07847335
603,0.13154645
604,0.032207713
605,0.24543324
606,0.37740934
607,0.16793768
608,0.048602607
609,0.18415496
610,0.18805565
611,0.03764628
612,0.06865472
613,0.060317557
614,0.100753136
615,0.545691
616,0.073701866
617,0.13494119
618,0.105595015
619,0.14857869
620,0.10176263
621,0.17157856
622,0.07313094
623,0.115015745
624,0.43386024
625,0.06356909
626,0.03621432
627,0.043636702
628,0.14103062
629,0.29990482
630,0.12277053
631,0.055337768
632,0.19329119
633,0.17182834
634,0.16276495
635,0.26546577
636,0.113430664
637,0.0457279
638,0.11680747
639,0.054908466
640,0.103909776
641,0.17093354
642,0.090116605
643,0.06311826
644,0.085082985
645,0.13290773
646,0.07352491
647,0.16356643
648,0.18138336
649,0.07212706
650,0.1322857
651,0.06124158
652,0.115585454
653,0.05605649
654,0.068568595
655,0.18665293
656,0.03130814
657,0.194241
658,0.03299926
659,0.17514424
660,0.06304296
661,0.117379054
662,0.19068266
663,0.11871698
664,0.14775442
665,0.18064839
666,0.16209128
667,0.102847464
668,0.30116728
669,0.058443468
670,0.09729301
671,0.3488657
672,0.048707396
673,0.058995094
674,0.18371473
675,0.47209516
676,0.3668001
677,0.252679
678,0.066309884
679,0.073491424
680,0.15206923
681,0.16197583
682,0.18534225
683,0.25417644
684,0.11228426
685,0.16854429
686,0.1326081
687,0.10099706
688,0.23584777
689,0.30875534
690,0.12826441
691,0.3532704
692,0.04449732
693,0.10642838
694,0.09158789
695,0.13711864
696,0.075097024
697,0.22986458
698,0.11723049
699,0.08534491
700,0.15382363
701,0.10284652
702,0.09520203
703,0.12257809
704,0.11190243
705,0.08983686
706,0.1260345
707,0.029741045
708,0.23117794
709,0.043929625
710,0.13129884
711,0.54168963
712,0.24937144
713,0.074372634
714,0.05497123
715,0.043513004
716,0.11468794
717,0.13606119
718,0.042714212
719,0.10526413
720,0.47110903
721,0.3898141
722,0.07836287
723,0.026848486
724,0.09519185
725,0.17074774
726,0.24019925
727,0.15115735
728,0.1132794
729,0.23501946
730,0.16484542
731,0.18546526
732,0.05559788
733,0.11737099
734,0.39111355
735,0.051279552
736,0.16749118
737,0.20330614
738,0.26738855
739,0.15337141
740,0.2112213
741,0.17996795
742,0.07160489
743,0.33407462
744,0.10388591
745,0.3179638
746,0.22434789
747,0.03921675
748,0.06850975
749,0.2543152
750,0.099276185
751,0.23763245
752,0.18233979
753,0.16238861
754,0.31674105
755,0.030132135
756,0.14771707
757,0.0912102
758,0.10152729
759,0.12004811
760,0.22303979
761,0.15280303
762,0.5561715
763,0.12779945
764,0.21196406
765,0.5779442
766,0.1587398
767,0.11160998
768,0.5407328
769,0.1528203
770,0.4360608
771,0.1619557
772,0.11229239
773,0.28679797
774,0.34207895
775,0.21062121
776,0.08345336
777,0.07491862
778,0.05668679
779,0.42338717
780,0.077488594
781,0.089748256
782,0.31237382
783,0.2415717
784,0.14778101
785,0.18408243
786,0.12947108
787,0.37594944
788,0.098697424
789,0.16614124
790,0.21043958
791,0.11379521
792,0.04239587
793,0.09864023
794,0.100365646
795,0.44612852
796,0.066459864
797,0.10162242
798,0.08903643
799,0.17138414
800,0.13996163
801,0.310944
802,0.11083943
803,0.06534795
804,0.1282
805,0.078432314
806,0.09356867
807,0.039222952
808,0.032251388
809,0.1515945
810,0.06952121
811,0.13773464
812,0.09431431
813,0.09932943
814,0.53725755
815,0.14094125
816,0.18356311
817,0.10906154
818,0.11036226
819,0.53949195
820,0.097403415
821,0.14377357
822,0.18483554
823,0.68492067
824,0.089184165
825,0.10159841
826,0.08724674
827,0.39607194
828,0.13603058
829,0.26138845
830,0.15854944
831,0.21444516
832,0.19019014
833,0.12164635
834,0.18902408
835,0.3889487
836,0.1417964
837,0.34239984
838,0.56014544
839,0.5483986
840,0.24394889
841,0.12516804
842,0.13839585
843,0.06838663
844,0.110060744
845,0.5264691
846,0.14703134
847,0.06661218
848,0.084755115
849,0.19081578
850,0.43506247
851,0.043630175
852,0.24899636
853,0.11107033
854,0.17198081
855,0.110138625
856,0.15341398
857,0.1239088
858,0.09871237
859,0.078299396
860,0.08323687
861,0.25435323
862,0.06433999
863,0.082695134
864,0.3436259
865,0.14554085
866,0.49004987
867,0.10617816
868,0.09730528
869,0.06640811
870,0.15310588
871,0.04624314
872,0.046590082
873,0.18036027
874,0.123231865
875,0.12285504
876,0.040394254
877,0.23398726
878,0.31462115
879,0.11203166
880,0.12363806
881,0.19387642
882,0.3849972
883,0.06519455
884,0.10700316
885,0.12929477
886,0.30531994
887,0.112822704
888,0.41123998
889,0.08611381
890,0.17907785
891,0.12440743
892,0.21367128
893,0.27632058
894,0.5555632
895,0.04654407
896,0.043316007
897,0.28521344
898,0.07806651
899,0.23679717
900,0.1761798
901,0.23191494
902,0.49387434
903,0.062027134
904,0.10803038
905,0.14654595
906,0.0994526
907,0.12261293
908,0.08730535
909,0.04484237
910,0.17775446
911,0.081903
912,0.17738217
913,0.13949528
914,0.6464225
915,0.0798132
916,0.110661045
917,0.42513868
918,0.5090611
919,0.15450476
920,0.37981543
921,0.0640358
922,0.14246668
923,0.05814803
924,0.2667
925,0.137264
926,0.08818749
927,0.2487886
928,0.5839666
929,0.24249284
930,0.13710232
931,0.09181393
932,0.08204191
933,0.13920984
934,0.1656687
935,0.25398868
936,0.14967799
937,0.14037344
938,0.13739891
939,0.092716776
940,0.2995439
941,0.5937102
942,0.10044468
943,0.096562915
944,0.050507057
945,0.1516018
946,0.0970687
947,0.06972158
948,0.5179983
949,0.34248176
950,0.14330989
951,0.53356534
952,0.06581705
953,0.15010841
954,0.26682568
955,0.41072807
956,0.10137929
957,0.08916803
958,0.08120026
959,0.14509684
960,0.10369408
961,0.5688537
962,0.2564162
963,0.21480325
964,0.03650595
965,0.14474788
966,0.10860203
967,0.22754098
968,0.3187277
969,0.044341154
970,0.09323183
971,0.2669511
972,0.13142037
973,0.037732743
974,0.09977937
975,0.17389068
976,0.28582492
977,0.11022642
978,0.075515755
979,0.13922678
980,0.19418082
981,0.111864164
982,0.27130342
983,0.2760687
984,0.031649653
985,0.16848911
986,0.1314474
987,0.15753289
988,0.056494623
989,0.1784327
990,0.12346993
991,0.3583597
992,0.14760956
993,0.092145294
994,0.128619
995,0.057237748
996,0.4720133
997,0.072097994
998,0.108905226
999,0.21648854
1000,0.13452612
1001,0.0666543
1002,0.1013747
1003,0.33095536
1004,0.11654885
1005,0.53713894
1006,0.08371246
1007,0.108237825
1008,0.12564316
1009,0.14766487
1010,0.08140285
1011,0.30334082
1012,0.34510842
1013,0.14519924
1014,0.14555627
1015,0.11046288
1016,0.5347605
1017,0.24962407
1018,0.18014877
1019,0.12175133
1020,0.20656969
1021,0.075477846
1022,0.17194982
1023,0.06379653
1024,0.02597225
1025,0.05241649
1026,0.10427812
1027,0.28637442
1028,0.109797835
1029,0.13230677
1030,0.112470925
1031,0.11415633
1032,0.3059787
1033,0.08897151
1034,0.104020245
1035,0.12469581
1036,0.46064293
1037,0.4172561
1038,0.083930194
1039,0.14291836
1040,0.12420006
1041,0.15161507
1042,0.51973957
1043,0.17208351
1044,0.38220453
1045,0.15017277
1046,0.11699791
1047,0.12648009
1048,0.12245227
1049,0.05198268
1050,0.637089
1051,0.12694825
1052,0.05255092
1053,0.094937555
1054,0.10666508
1055,0.4812492
1056,0.5131668
1057,0.10357464
1058,0.22423173
1059,0.15148331
1060,0.22584271
1061,0.18704341
1062,0.040281076
1063,0.22039635
1064,0.07090382
1065,0.23115572
1066,0.1841364
1067,0.11653637
1068,0.15759593
1069,0.10438639
1070,0.16628595
1071,0.030762732
1072,0.09773705
1073,0.39020127
1074,0.316255
1075,0.15361312
1076,0.08373746
1077,0.13899334
1078,0.052148327
1079,0.29443273
1080,0.22598308
1081,0.1311165
1082,0.2638192
1083,0.054808453
1084,0.38865542
1085,0.17126764
1086,0.45600262
1087,0.08009672
1088,0.055366766
1089,0.05737033
1090,0.14440842
1091,0.0886605
1092,0.17778492
1093,0.09499471
1094,0.41053146
1095,0.10531309
1096,0.18755943
1097,0.078535445
1098,0.55211055
1099,0.052832007
1100,0.26118845
1101,0.06535655
1102,0.12153325
1103,0.040726688
1104,0.35583428
1105,0.112101495
1106,0.3404509
1107,0.07385583
1108,0.3450905
1109,0.08291313
1110,0.11330305
1111,0.13038261
1112,0.102239504
1113,0.44866976
1114,0.19421385
1115,0.064875215
1116,0.1602014
1117,0.04044803
1118,0.5333779
1119,0.35679522
1120,0.16444108
1121,0.29251137
1122,0.12695512
1123,0.13842745
1124,0.086433694
1125,0.0941864
1126,0.53088504
1127,0.17559847
1128,0.12499188
1129,0.25697854
1130,0.21595807
1131,0.080681376
1132,0.24410285
1133,0.15521717
1134,0.059605166
1135,0.16398259
1136,0.09101675
1137,0.31034917
1138,0.10274377
1139,0.027325606
1140,0.1446276
1141,0.4318514
1142,0.10664262
1143,0.42166513
1144,0.054941285
1145,0.17557588
1146,0.33039147
1147,0.09142501
1148,0.5928956
1149,0.16496307
1150,0.07077958
1151,0.034076836
1152,0.13710265
1153,0.15227988
1154,0.039498128
1155,0.1210467
1156,0.07373559
1157,0.5056458
1158,0.12680392
1159,0.119269125
1160,0.17057423
1161,0.41240767
1162,0.30049288
1163,0.36203474
1164,0.16293056
1165,0.08157754
1166,0.27334207
1167,0.07132624
1168,0.100043476
1169,0.3296693
1170,0.3130808
1171,0.08486371
1172,0.028196007
1173,0.09110342
1174,0.060816433
1175,0.16135697
1176,0.10725021
1177,0.088326275
1178,0.07090139
1179,0.1810369
1180,0.09742544
1181,0.41700575
1182,0.10709544
1183,0.06879447
1184,0.10758199
1185,0.14688225
1186,0.2254081
1187,0.4451021
1188,0.047205567
1189,0.30393097
1190,0.100437365
1191,0.056736846
1192,0.21813853
1193,0.37818584
1194,0.06377499
1195,0.28527415
1196,0.08995622
1197,0.11532569
1198,0.10012665
1199,0.10866414
1200,0.54743654
1201,0.052427694
1202,0.09830182
1203,0.16337949
1204,0.09786174
1205,0.096575454
1206,0.3815726
1207,0.3166274
1208,0.17217785
1209,0.048169475
1210,0.20264043
1211,0.104789875
1212,0.44353896
1213,0.07914238
1214,0.20691188
1215,0.1708231
1216,0.1439312
1217,0.113237366
1218,0.18779328
1219,0.07493829
1220,0.13010782
1221,0.10314338
1222,0.12505509
1223,0.26501796
1224,0.23272122
1225,0.10951771
1226,0.17981018
1227,0.059239265
1228,0.09808133
1229,0.3531227
1230,0.28410804
1231,0.046638243
1232,0.17652282
1233,0.13388695
1234,0.09173308
1235,0.12267901
1236,0.08492259
1237,0.13251431
1238,0.112031154
1239,0.20590957
1240,0.4081743
1241,0.048997115
1242,0.10200763
1243,0.14016344
1244,0.1688996
1245,0.5092071
1246,0.0632743
1247,0.22161396
1248,0.14063038
1249,0.25961486
1250,0.12366021
1251,0.26377052
1252,0.36272112
1253,0.11285282
1254,0.26564163
1255,0.12034449
1256,0.124653056
1257,0.20917124
1258,0.15540865
1259,0.28736582
1260,0.07847858
1261,0.60821605
1262,0.4374455
1263,0.1771136
1264,0.08033335
1265,0.26257482
1266,0.08764939
1267,0.10836354
1268,0.4308419
1269,0.0928106
1270,0.1175292
1271,0.097000584
1272,0.12305472
1273,0.3554065
1274,0.14484331
1275,0.09790098
1276,0.4939766
1277,0.28413805
1278,0.18920481
1279,0.10671653
1280,0.20520751
1281,0.20271198
1282,0.0521589
1283,0.078879885
1284,0.12654321
1285,0.11010718
1286,0.23525679
1287,0.23222777
1288,0.15685008
1289,0.27476075
1290,0.08535453
1291,0.26082838
1292,0.33848295
1293,0.095409736
1294,0.4576759
1295,0.054544453
1296,0.15700914
1297,0.06780102
1298,0.10545283
1299,0.09782947
1300,0.12983972
1301,0.087357245
1302,0.4304256
1303,0.050782286
1304,0.13969086
1305,0.22793071
1306,0.080879726
1307,0.16746846
1308,0.24133967
1309,0.10448058
1310,0.17045747
1311,0.03748686
1312,0.2904662
1313,0.1406876
1314,0.043733288
1315,0.022336408
1316,0.22395538
1317,0.25367203
1318,0.26319373
1319,0.3483589
1320,0.20576441
1321,0.14393567
1322,0.10496715
1323,0.10205995
1324,0.08564576
1325,0.25782517
1326,0.10519339
1327,0.11060367
1328,0.13456637
1329,0.46306604
1330,0.06529514
1331,0.025939027
1332,0.11475087
1333,0.14393589
1334,0.17629254
1335,0.23533769
1336,0.051767737
1337,0.21614952
1338,0.16228893
1339,0.15557224
1340,0.15259127
1341,0.11639781
1342,0.4048642
1343,0.32697904
1344,0.12874527
1345,0.09785117
1346,0.30269226
1347,0.16777523
1348,0.09371459
1349,0.13373862
1350,0.1855416
1351,0.21143778
1352,0.20621754
1353,0.14074065
1354,0.3570738
1355,0.3764515
1356,0.15089774
1357,0.22499144
1358,0.1270544
1359,0.5107686
1360,0.17170557
1361,0.038594723
1362,0.11959998
1363,0.111311674
1364,0.18897314
1365,0.5633575
1366,0.12587573
1367,0.23742744
1368,0.15024258
1369,0.5881034
1370,0.20288095
1371,0.12882233
1372,0.04736585
1373,0.3752286
1374,0.1939698
1375,0.26757663
1376,0.1610302
1377,0.4549184
1378,0.17063214
1379,0.015217369
1380,0.15254928
1381,0.08767889
1382,0.13188641
1383,0.4043967
1384,0.16912483
1385,0.08431008
1386,0.22025263
1387,0.11129116
1388,0.07030483
1389,0.7810664
1390,0.1404199
1391,0.113465354
1392,0.093698144
1393,0.1234706
1394,0.14366178
1395,0.22375426
1396,0.091034055
1397,0.11614022
1398,0.06741816
1399,0.11731651
1400,0.15165865
1401,0.23056653
1402,0.16895334
1403,0.31975818
1404,0.12994379
1405,0.24529147
1406,0.74640554
1407,0.19683827
1408,0.13654947
1409,0.06395573
1410,0.18280606
1411,0.47456113
1412,0.34071356
1413,0.23715004
1414,0.1270306
1415,0.20570123
1416,0.032066
1417,0.13710995
1418,0.09204979
1419,0.44172055
1420,0.21873632
1421,0.36289108
1422,0.07338129
1423,0.07729986
1424,0.21599573
1425,0.16251127
1426,0.081244834
1427,0.271435
1428,0.12059784
1429,0.37491193
1430,0.03508787
1431,0.22082046
1432,0.5445421
1433,0.05680441
1434,0.095422514
1435,0.15433171
1436,0.3282516
1437,0.21345727
1438,0.067882665
1439,0.091924235
1440,0.2097479
1441,0.21117058
1442,0.09095239
1443,0.1257092
1444,0.07917348
1445,0.17067744
1446,0.10604381
1447,0.1078298
1448,0.17097731
1449,0.2263768
1450,0.19511327
1451,0.3137126
1452,0.073030405
1453,0.047324248
1454,0.075523265
1455,0.20179696
1456,0.1806121
1457,0.13386823
1458,0.040436305
1459,0.255687
1460,0.09029535
1461,0.21870777
1462,0.11693578
1463,0.14180097
1464,0.4251733
1465,0.22358882
1466,0.10322638
1467,0.5034128
1468,0.39477423
1469,0.083577685
1470,0.1104444
1471,0.09466389
1472,0.29365745
1473,0.075185634
1474,0.15772577
1475,0.16155279
1476,0.11533842
1477,0.1270692
1478,0.09685753
1479,0.08641397
1480,0.05406931
1481,0.11523421
1482,0.0657979
1483,0.1331926
1484,0.083286956
1485,0.7790288
1486,0.060824294
1487,0.31892392
1488,0.09955471
1489,0.54327637
1490,0.091886096
1491,0.03369572
1492,0.26982203
1493,0.30713272
1494,0.18800181
1495,0.08790543
1496,0.27596578
1497,0.1083371
1498,0.16768555
1499,0.14450537
1500,0.10492968
1501,0.056089412
1502,0.12713249
1503,0.43818274
1504,0.11115803
1505,0.47025564
1506,0.06766623
1507,0.107056715
1508,0.055988617
1509,0.18799148
1510,0.07475101
1511,0.34903347
1512,0.14343703
1513,0.27668566
1514,0.5531601
1515,0.08825201
1516,0.088847905
1517,0.12590554
1518,0.16503243
1519,0.06324793
1520,0.5026318
1521,0.58357054
1522,0.072167404
1523,0.16957548
1524,0.22960532
1525,0.14631319
1526,0.07351921
1527,0.1240291
1528,0.13137168
1529,0.08375707
1530,0.07571063
1531,0.17884171
1532,0.15738474
1533,0.626254
1534,0.06892118
1535,0.09370479
1536,0.10246696
1537,0.24727848
1538,0.08548553
1539,0.1332231
1540,0.17763084
1541,0.12871478
1542,0.086913556
1543,0.16618396
1544,0.28690147
1545,0.12304142
1546,0.25512257
1547,0.18483202
1548,0.11880088
1549,0.04625622
1550,0.11032088
1551,0.06230321
1552,0.05203614
1553,0.28899547
1554,0.24529941
1555,0.20059326
1556,0.35350558
1557,0.6202601
1558,0.058306724
1559,0.58140486
1560,0.1849276
1561,0.24298584
1562,0.106445774
1563,0.046126567
1564,0.3081978
1565,0.15593424
1566,0.3948184
1567,0.120164685
1568,0.06799343
1569,0.16978604
1570,0.34083006
1571,0.14595641
1572,0.42707843
1573,0.10114001
1574,0.06814323
1575,0.2359712
1576,0.07489229
1577,0.039590728
1578,0.07244685
1579,0.1145754
1580,0.11674641
1581,0.17890482
1582,0.073165126
1583,0.10435167
1584,0.06576579
1585,0.14580753
1586,0.07042377
1587,0.22603816
1588,0.08988446
1589,0.10183096
1590,0.17479415
1591,0.22019157
1592,0.11263979
1593,0.30749184
1594,0.2092317
1595,0.04471786
1596,0.14826852
1597,0.3025612
1598,0.12857845
1599,0.032825015
1600,0.29250345
1601,0.04389251
1602,0.1351332
1603,0.107529536
1604,0.079546064
1605,0.16166441
1606,0.13612771
1607,0.11946562
1608,0.36002573
1609,0.1419118
1610,0.08011918
1611,0.21863927
1612,0.0986985
1613,0.061657723
1614,0.4141594
1615,0.058394283
1616,0.099778384
1617,0.10928073
1618,0.122644775
1619,0.079248816
1620,0.18777707
1621,0.31821156
1622,0.09114654
1623,0.62024593
1624,0.082729235
1625,0.072406776
1626,0.15475792
1627,0.48346886
1628,0.06896263
1629,0.5613963
1630,0.11624918
1631,0.14466901
1632,0.1465861
1633,0.045476206
1634,0.19294974
1635,0.028966475
1636,0.053704523
1637,0.26218277
1638,0.121785715
1639,0.10523227
1640,0.30385938
1641,0.050364845
1642,0.3556728
1643,0.15498056
1644,0.15850694
1645,0.10743626
1646,0.05954602
1647,0.19479622
1648,0.16787705
1649,0.16524425
1650,0.16335241
1651,0.16311477
1652,0.101212144
1653,0.07419086
1654,0.41442546
1655,0.09425791
1656,0.038346417
1657,0.11228809
1658,0.07203407
1659,0.07217714
1660,0.3711475
1661,0.25423786
1662,0.47474137
1663,0.21474408
1664,0.26790696
1665,0.16099495
1666,0.1383301
1667,0.4352128
